These statistics are in units of vertical meters (depth) per cell
 ,,Mean Values,,,,Standard Deviations,,,,Totals,,,Additional Stats
Iteration,,Mean Erosion,Mean Deposition,Mean Soil Depth,,Standard Deviation Erosion,Standard Deviation Deposition,Standard Deviation Soil Depth,,Total Sediment Eroded,Total Sediment Deposited,,Minimum Erosion,First Quartile Erosion,Median Erosion,Third Quartile Erosion,Maximum Erosion,Original Un-smoothed Maximum Erosion,,Minimum Deposition,First Quartile Deposition,Median Deposition,Third Quartile Deposition,Maximum Deposition,Original Un-smoothed Maximum Deposition,,Minimum Soil Depth,First Quartile Soil Depth,Median Soil Depth,Third Quartile Soil Depth,Maximum Soil Depth
1,,-8.40624860227358e-06,1.785444354728e-05,100.000000016812,,5.13781302279939e-05,7.53780005697424e-05,5.84597396256842e-05,,-0.140451601646787,0.140907268475134,,-9.09727972533191e-10,-1.05108e-06,-1.80646e-06,-2.84933e-06,-0.00239153570255224,7.64362965567904e-11,9.22737e-07,2.78385e-06,9.55908e-06,0.00223059552548623,99.9976084642974,100,100,100,100.002230595525
