MapCode,SPECIES_SYMBOL,COMMON_NAME,E_SPGRPCD,age,biomass
,QUMA2,bur oak,25,28.77792459362889,202.92074246683717
,PIST,eastern white pine,4,23.527411601691707,112.43404108628911
