MapCode,SPECIES_SYMBOL,COMMON_NAME,E_SPGRPCD,age,biomass
,ABAM,Pacific silver fir,9,36.726136704353586,454.9970004300318
,TSHE,western hemlock,9,81.5560161776493,389.3414297650406
